status,aspect,sentiment,compound
Depression,hopelessness,negative,-0.9908
Depression,social_support,negative,-0.9914
Depression,hopelessness,negative,-0.9914
Suicidal,therapy,negative,-0.9908
Suicidal,self_harm,negative,-0.9908
Suicidal,hopelessness,negative,-0.9908
Depression,sleep,negative,-0.9889
Depression,appetite,negative,-0.9889
Depression,social_support,negative,-0.9889
Depression,appetite,negative,-0.9893
Depression,concentration,negative,-0.9893
Depression,social_support,negative,-0.9893
Depression,hopelessness,negative,-0.9893
Suicidal,sleep,negative,-0.872
Suicidal,hopelessness,negative,-0.872
Depression,social_support,positive,0.6421
Depression,social_support,negative,-0.9299
Depression,hopelessness,negative,-0.9299
Depression,sleep,negative,-0.7007
Depression,appetite,negative,-0.7007
Suicidal,social_support,negative,-0.219
Suicidal,self_harm,negative,-0.219
Depression,sleep,positive,0.4696
Depression,medication,positive,0.4696
Suicidal,appetite,negative,-0.4019
Suicidal,social_support,negative,-0.4019
Suicidal,medication,negative,-0.4019
Suicidal,hopelessness,negative,-0.4019
Depression,social_support,positive,0.3591
Depression,therapy,positive,0.3591
Depression,hopelessness,positive,0.3591
Depression,sleep,negative,-0.5122
Depression,appetite,negative,-0.5122
Depression,sleep,positive,0.9095
Depression,social_support,positive,0.9095
Suicidal,hopelessness,negative,-0.9763
Suicidal,self_harm,positive,0.8349
Suicidal,hopelessness,positive,0.8349
Depression,sleep,positive,0.7192
Depression,appetite,positive,0.7192
Depression,social_support,positive,0.7192
Depression,medication,positive,0.7192
Depression,hopelessness,positive,0.7192
Depression,medication,negative,-0.5946
Depression,self_harm,negative,-0.5946
Depression,social_support,positive,0.4414
Suicidal,self_harm,negative,-0.9942
Suicidal,hopelessness,negative,-0.9942
Depression,energy,positive,0.7472
Suicidal,self_harm,negative,-0.9965
Suicidal,hopelessness,negative,-0.9965
Suicidal,self_harm,negative,-0.997
Suicidal,hopelessness,negative,-0.997
Suicidal,self_harm,negative,-0.9706
Suicidal,medication,negative,-0.9931
Suicidal,self_harm,negative,-0.9931
Suicidal,hopelessness,negative,-0.9931
Suicidal,concentration,negative,-0.9928
Suicidal,self_harm,negative,-0.9928
Suicidal,hopelessness,negative,-0.9928
Suicidal,self_harm,positive,0.9693
Suicidal,social_support,negative,-0.81
Depression,social_support,neutral,-0.0063
Suicidal,hopelessness,positive,0.7351
Depression,concentration,positive,0.9281
Suicidal,self_harm,positive,0.7383
Suicidal,hopelessness,positive,0.7383
Suicidal,social_support,negative,-0.979
Suicidal,hopelessness,negative,-0.979
Depression,hopelessness,negative,-0.2252
Depression,sleep,negative,-0.8206
Depression,social_support,negative,-0.8206
Suicidal,self_harm,negative,-0.9529
Suicidal,hopelessness,negative,-0.9529
Suicidal,social_support,negative,-0.9859
Suicidal,self_harm,negative,-0.9859
Suicidal,social_support,negative,-0.9173
Suicidal,sleep,positive,0.9718
Depression,sleep,positive,0.9707
Depression,social_support,positive,0.9707
Depression,hopelessness,positive,0.9707
Suicidal,self_harm,negative,-0.9823
Suicidal,hopelessness,negative,-0.9823
Depression,appetite,positive,0.6911
Depression,appetite,positive,0.9633
Depression,hopelessness,positive,0.9633
Depression,social_support,positive,0.9075
Depression,medication,negative,-0.938
Depression,therapy,negative,-0.938
Depression,energy,positive,0.934
Depression,social_support,positive,0.934
Depression,therapy,positive,0.934
Depression,self_harm,positive,0.934
Depression,sleep,negative,-0.6692
Depression,social_support,negative,-0.6692
Depression,hopelessness,negative,-0.6692
Suicidal,self_harm,neutral,-0.0018
Depression,social_support,negative,-0.9673
Depression,therapy,negative,-0.9673
Depression,hopelessness,negative,-0.9673
Depression,sleep,neutral,0.0414
Depression,hopelessness,neutral,0.0414
Depression,sleep,negative,-0.8267
Depression,social_support,negative,-0.8267
Depression,hopelessness,negative,-0.8267
Suicidal,concentration,negative,-0.9955
Suicidal,self_harm,negative,-0.9955
Suicidal,hopelessness,negative,-0.9955
Suicidal,self_harm,negative,-0.9766
Suicidal,hopelessness,negative,-0.9766
Depression,sleep,negative,-0.8691
Depression,appetite,negative,-0.8691
Depression,hopelessness,negative,-0.8691
Suicidal,social_support,positive,0.9586
Suicidal,therapy,positive,0.9586
Suicidal,self_harm,positive,0.9586
Suicidal,social_support,positive,0.3325
Suicidal,therapy,positive,0.3325
Depression,social_support,positive,0.9708
Depression,therapy,positive,0.9708
Suicidal,social_support,positive,0.8316
Suicidal,self_harm,positive,0.8452
Suicidal,hopelessness,positive,0.8452
Depression,concentration,negative,-0.9915
Depression,social_support,negative,-0.9915
Depression,self_harm,negative,-0.9915
Depression,hopelessness,negative,-0.9915
Depression,social_support,negative,-0.9867
Depression,hopelessness,negative,-0.9867
Suicidal,social_support,negative,-0.9449
Suicidal,hopelessness,negative,-0.9449
Suicidal,self_harm,negative,-0.9708
Suicidal,hopelessness,negative,-0.9708
Depression,self_harm,negative,-0.9891
Depression,hopelessness,negative,-0.9891
Depression,hopelessness,negative,-0.855
Suicidal,social_support,negative,-0.3048
Suicidal,hopelessness,negative,-0.3048
Suicidal,self_harm,negative,-0.6258
Suicidal,hopelessness,negative,-0.6258
Depression,self_harm,positive,0.0534
Suicidal,sleep,negative,-0.0931
Suicidal,appetite,negative,-0.0931
Suicidal,social_support,negative,-0.0931
Suicidal,self_harm,negative,-0.0931
Depression,hopelessness,positive,0.9245
Depression,hopelessness,negative,-0.8522
Suicidal,concentration,positive,0.9628
Suicidal,self_harm,positive,0.9628
Suicidal,hopelessness,positive,0.9628
Suicidal,hopelessness,negative,-0.9932
Depression,energy,negative,-0.9593
Depression,social_support,negative,-0.9593
Depression,therapy,negative,-0.9593
Depression,self_harm,negative,-0.9593
Depression,sleep,negative,-0.9924
Depression,therapy,negative,-0.9924
Depression,hopelessness,negative,-0.9924
Suicidal,medication,negative,-0.9818
Suicidal,hopelessness,negative,-0.9818
Depression,hopelessness,negative,-0.8362
Suicidal,sleep,negative,-0.4404
Suicidal,social_support,negative,-0.4404
Suicidal,sleep,negative,-0.9636
Suicidal,hopelessness,negative,-0.9636
Depression,sleep,positive,0.4588
Depression,motivation,positive,0.4588
Depression,appetite,positive,0.4588
Depression,concentration,positive,0.4588
Depression,hopelessness,positive,0.4588
Depression,social_support,negative,-0.8776
Suicidal,sleep,positive,0.1381
Suicidal,self_harm,positive,0.1381
Depression,motivation,negative,-0.9924
Depression,hopelessness,negative,-0.9924
Depression,hopelessness,positive,0.9893
Suicidal,appetite,negative,-0.2883
Suicidal,sleep,negative,-0.8288
Suicidal,self_harm,negative,-0.8288
Suicidal,hopelessness,negative,-0.8288
Depression,hopelessness,negative,-0.8221
Suicidal,sleep,negative,-0.9836
Suicidal,social_support,negative,-0.9836
Suicidal,hopelessness,negative,-0.9836
Suicidal,self_harm,negative,-0.9032
Suicidal,self_harm,negative,-0.9656
Suicidal,hopelessness,negative,-0.9656
Depression,medication,negative,-0.9241
Suicidal,social_support,positive,0.8245
Suicidal,self_harm,positive,0.8245
Depression,social_support,negative,-0.9881
Depression,self_harm,negative,-0.9881
Depression,hopelessness,negative,-0.9881
Suicidal,social_support,negative,-0.863
Suicidal,social_support,negative,-0.9818
Suicidal,social_support,positive,0.9208
Suicidal,self_harm,positive,0.9208
Suicidal,hopelessness,positive,0.9208
Suicidal,social_support,positive,0.9208
Suicidal,self_harm,positive,0.9208
Suicidal,hopelessness,positive,0.9208
Suicidal,social_support,positive,0.2714
Suicidal,social_support,positive,0.9208
Suicidal,self_harm,positive,0.9208
Suicidal,hopelessness,positive,0.9208
Depression,social_support,negative,-0.9795
Depression,hopelessness,negative,-0.9795
Depression,hopelessness,negative,-0.9589
Suicidal,hopelessness,positive,0.4118
Depression,sleep,negative,-0.057
Depression,energy,negative,-0.057
Depression,appetite,negative,-0.057
Depression,concentration,negative,-0.057
Depression,hopelessness,negative,-0.057
Suicidal,social_support,positive,0.5868
Suicidal,hopelessness,positive,0.5868
Suicidal,self_harm,positive,0.8429
Suicidal,sleep,negative,-0.9837
Suicidal,social_support,negative,-0.9837
Suicidal,hopelessness,negative,-0.9837
Depression,social_support,negative,-0.973
Depression,self_harm,negative,-0.973
Depression,hopelessness,negative,-0.9613
Depression,appetite,negative,-0.6083
Depression,social_support,negative,-0.6083
Depression,self_harm,negative,-0.6083
Depression,hopelessness,negative,-0.6083
Depression,motivation,positive,0.992
Depression,social_support,positive,0.992
Depression,self_harm,positive,0.992
Depression,hopelessness,positive,0.992
Suicidal,medication,negative,-0.7176
Suicidal,self_harm,negative,-0.7176
Suicidal,concentration,negative,-0.9339
Suicidal,self_harm,negative,-0.9339
Suicidal,hopelessness,negative,-0.9339
Depression,hopelessness,negative,-0.9785
Suicidal,sleep,positive,0.8328
Suicidal,hopelessness,positive,0.8328
Depression,social_support,positive,0.9777
Depression,hopelessness,positive,0.9777
Depression,social_support,negative,-0.9949
Depression,hopelessness,negative,-0.9949
Suicidal,sleep,negative,-0.9196
Suicidal,hopelessness,negative,-0.9196
Suicidal,appetite,negative,-0.7558
Suicidal,self_harm,negative,-0.7558
Suicidal,hopelessness,negative,-0.7558
Suicidal,appetite,negative,-0.3927
Suicidal,sleep,positive,0.9585
Suicidal,motivation,positive,0.9585
Suicidal,social_support,positive,0.9585
Suicidal,hopelessness,positive,0.9585
Depression,sleep,negative,-0.801
Depression,social_support,negative,-0.801
Depression,therapy,negative,-0.801
Depression,hopelessness,negative,-0.801
Depression,social_support,positive,0.9719
Depression,therapy,positive,0.9719
Depression,hopelessness,positive,0.9719
Suicidal,sleep,negative,-0.813
Suicidal,sleep,negative,-0.915
Suicidal,medication,negative,-0.915
Suicidal,therapy,negative,-0.915
Suicidal,self_harm,negative,-0.915
Suicidal,hopelessness,negative,-0.915
Suicidal,social_support,negative,-0.3833
Suicidal,hopelessness,negative,-0.3833
Suicidal,social_support,negative,-0.529
Suicidal,self_harm,negative,-0.529
Suicidal,hopelessness,negative,-0.529
Suicidal,energy,negative,-0.9984
Suicidal,appetite,negative,-0.9984
Suicidal,social_support,negative,-0.9984
Suicidal,therapy,negative,-0.9984
Suicidal,self_harm,negative,-0.9984
Suicidal,social_support,negative,-0.8916
Suicidal,hopelessness,negative,-0.8916
Depression,social_support,negative,-0.6124
Depression,hopelessness,negative,-0.6124
Suicidal,hopelessness,positive,0.8673
Depression,sleep,negative,-0.9731
Depression,therapy,negative,-0.9731
Depression,hopelessness,negative,-0.9731
Suicidal,social_support,negative,-0.8977
Suicidal,therapy,negative,-0.8977
Suicidal,self_harm,negative,-0.8977
Suicidal,hopelessness,negative,-0.8977
Depression,social_support,negative,-0.7132
Depression,hopelessness,negative,-0.7132
Suicidal,social_support,positive,0.4158
Suicidal,hopelessness,positive,0.4158
Suicidal,self_harm,negative,-0.9698
Suicidal,hopelessness,negative,-0.9698
Suicidal,sleep,negative,-0.9802
Suicidal,energy,negative,-0.9802
Suicidal,social_support,negative,-0.9802
Suicidal,medication,negative,-0.9802
Suicidal,hopelessness,negative,-0.9802
Depression,medication,negative,-0.152
Depression,sleep,negative,-0.8395
Depression,social_support,negative,-0.8395
Depression,therapy,negative,-0.8395
Depression,hopelessness,negative,-0.8395
Suicidal,social_support,positive,0.9682
Depression,hopelessness,negative,-0.7214
Depression,motivation,positive,0.9114
Depression,concentration,positive,0.9114
Depression,social_support,positive,0.9114
Depression,self_harm,positive,0.9114
Depression,hopelessness,positive,0.9114
Depression,social_support,negative,-0.653
Depression,sleep,negative,-0.3702
Depression,social_support,negative,-0.3702
Depression,therapy,negative,-0.3702
Depression,hopelessness,negative,-0.3702
Suicidal,sleep,negative,-0.993
Suicidal,social_support,negative,-0.993
Suicidal,self_harm,negative,-0.993
Suicidal,hopelessness,negative,-0.993
Depression,medication,positive,0.9841
Depression,therapy,positive,0.9841
Depression,hopelessness,positive,0.9841
Suicidal,hopelessness,negative,-0.8253
Suicidal,medication,negative,-0.889
Suicidal,hopelessness,negative,-0.889
Suicidal,self_harm,positive,0.8591
Suicidal,social_support,negative,-0.981
Suicidal,self_harm,negative,-0.981
Suicidal,hopelessness,negative,-0.981
Suicidal,social_support,positive,0.8069
Suicidal,hopelessness,positive,0.8069
Suicidal,social_support,positive,0.869
Suicidal,self_harm,positive,0.869
Suicidal,hopelessness,positive,0.869
Depression,social_support,negative,-0.1933
Depression,hopelessness,negative,-0.1933
Suicidal,social_support,negative,-0.9931
Suicidal,hopelessness,negative,-0.9931
Depression,social_support,negative,-0.9818
Suicidal,social_support,positive,0.9654
Suicidal,medication,positive,0.9654
Suicidal,therapy,positive,0.9654
Suicidal,self_harm,positive,0.9654
Suicidal,hopelessness,positive,0.9654
Suicidal,self_harm,negative,-0.6908
Depression,therapy,negative,-0.9752
Depression,hopelessness,negative,-0.9752
Depression,social_support,negative,-0.9904
Depression,hopelessness,negative,-0.9904
Suicidal,sleep,negative,-0.9777
Suicidal,self_harm,negative,-0.9777
Suicidal,hopelessness,negative,-0.9777
Depression,therapy,negative,-0.7759
Depression,hopelessness,negative,-0.7759
Suicidal,therapy,negative,-0.6117
Suicidal,self_harm,negative,-0.6117
Suicidal,motivation,positive,0.9917
Suicidal,concentration,positive,0.9917
Suicidal,social_support,positive,0.9917
Suicidal,medication,positive,0.9917
Suicidal,therapy,positive,0.9917
Suicidal,self_harm,positive,0.9917
Suicidal,hopelessness,positive,0.9917
Suicidal,motivation,negative,-0.7083
Suicidal,self_harm,negative,-0.7083
Suicidal,hopelessness,negative,-0.7083
Suicidal,hopelessness,positive,0.7412
Depression,hopelessness,positive,0.8228
Suicidal,concentration,positive,0.1124
Suicidal,self_harm,positive,0.1124
Suicidal,hopelessness,positive,0.1124
Depression,social_support,negative,-0.9607
Depression,self_harm,negative,-0.9607
Depression,hopelessness,negative,-0.9607
Suicidal,self_harm,negative,-0.9739
Depression,social_support,positive,0.8326
Depression,hopelessness,positive,0.8326
Depression,sleep,negative,-0.9003
Depression,hopelessness,negative,-0.9003
Depression,appetite,positive,0.9589
Depression,social_support,positive,0.9589
Depression,hopelessness,positive,0.9589
Suicidal,sleep,negative,-0.9502
Suicidal,self_harm,negative,-0.9502
Suicidal,hopelessness,negative,-0.9502
Depression,social_support,positive,0.9958
Depression,medication,positive,0.9958
Depression,therapy,positive,0.9958
Depression,hopelessness,positive,0.9958
Depression,sleep,positive,0.8779
Depression,social_support,positive,0.8779
Depression,hopelessness,positive,0.8779
Suicidal,self_harm,negative,-0.9106
Depression,concentration,positive,0.9813
Depression,social_support,positive,0.9813
Depression,medication,positive,0.9813
Depression,self_harm,positive,0.9813
Depression,hopelessness,positive,0.9813
Depression,motivation,negative,-0.7425
Depression,hopelessness,negative,-0.7425
Suicidal,social_support,positive,0.9986
Suicidal,self_harm,positive,0.9986
Suicidal,hopelessness,positive,0.9986
Depression,sleep,positive,0.9826
Depression,motivation,positive,0.9826
Depression,medication,positive,0.9826
Depression,medication,positive,0.5026
Suicidal,sleep,negative,-0.9583
Suicidal,hopelessness,negative,-0.9583
Suicidal,medication,positive,0.4851
Depression,energy,negative,-0.9827
Depression,motivation,negative,-0.9827
Depression,appetite,negative,-0.9827
