status,aspect,sentiment,compound
Depression,social_support,negative,-0.9624
Depression,hopelessness,negative,-0.9624
Depression,energy,negative,-0.9735
Depression,motivation,negative,-0.9735
Depression,appetite,negative,-0.9735
Depression,social_support,negative,-0.9735
Depression,hopelessness,negative,-0.9735
Depression,appetite,negative,-0.8764
Depression,social_support,negative,-0.8764
Depression,energy,negative,-0.5354
Depression,hopelessness,negative,-0.5354
Suicidal,sleep,positive,0.1531
Suicidal,appetite,positive,0.1531
Suicidal,hopelessness,positive,0.1531
Suicidal,hopelessness,negative,-0.8087
Suicidal,social_support,positive,0.6593
Suicidal,sleep,negative,-0.1386
Suicidal,social_support,negative,-0.1386
Suicidal,hopelessness,negative,-0.1386
Suicidal,medication,positive,0.7605
Suicidal,therapy,positive,0.7605
Depression,energy,positive,0.1596
Depression,motivation,positive,0.1596
Depression,medication,positive,0.1596
Depression,therapy,positive,0.1596
Depression,hopelessness,positive,0.1596
Depression,concentration,positive,0.8537
Depression,social_support,positive,0.8537
Depression,self_harm,positive,0.8537
Depression,hopelessness,positive,0.8537
Depression,hopelessness,negative,-0.2516
Suicidal,self_harm,negative,-0.9695
Suicidal,hopelessness,negative,-0.9695
Depression,medication,positive,0.7085
Suicidal,social_support,positive,0.6962
Suicidal,self_harm,negative,-0.6072
Suicidal,therapy,negative,-0.9989
Suicidal,hopelessness,negative,-0.9989
Depression,social_support,negative,-0.9407
Depression,self_harm,negative,-0.9407
Depression,hopelessness,negative,-0.9407
Depression,sleep,positive,0.7391
Depression,appetite,positive,0.7391
Depression,hopelessness,positive,0.7391
Suicidal,sleep,negative,-0.6744
Suicidal,self_harm,negative,-0.6744
Suicidal,sleep,negative,-0.9553
Suicidal,social_support,negative,-0.9553
Suicidal,self_harm,negative,-0.7659
Depression,sleep,negative,-0.9958
Depression,motivation,negative,-0.9958
Depression,appetite,negative,-0.9958
Depression,social_support,negative,-0.9958
Depression,hopelessness,negative,-0.9958
Suicidal,self_harm,negative,-0.3944
Suicidal,hopelessness,negative,-0.3944
Depression,energy,negative,-0.2869
Depression,hopelessness,negative,-0.2869
Depression,social_support,neutral,-0.0165
Depression,energy,positive,0.9145
Suicidal,appetite,negative,-0.9735
Suicidal,therapy,negative,-0.9735
Depression,hopelessness,positive,0.3291
Depression,therapy,positive,0.9856
Depression,appetite,negative,-0.9938
Depression,social_support,negative,-0.9938
Depression,medication,negative,-0.9938
Depression,self_harm,negative,-0.9938
Depression,hopelessness,negative,-0.9938
Suicidal,self_harm,positive,0.05
Depression,sleep,negative,-0.9958
Depression,energy,negative,-0.9958
Depression,appetite,negative,-0.9958
Depression,social_support,negative,-0.9958
Depression,hopelessness,negative,-0.9958
Depression,hopelessness,negative,-0.5142
Depression,therapy,negative,-0.824
Depression,hopelessness,negative,-0.824
Depression,hopelessness,negative,-0.9461
Suicidal,appetite,negative,-0.9975
Suicidal,social_support,negative,-0.9975
Suicidal,medication,negative,-0.9975
Suicidal,therapy,negative,-0.9975
Suicidal,self_harm,negative,-0.9975
Suicidal,hopelessness,negative,-0.9975
Depression,hopelessness,positive,0.8304
Depression,social_support,negative,-0.7479
Depression,social_support,negative,-0.1864
Depression,therapy,negative,-0.7207
Depression,hopelessness,negative,-0.7207
Suicidal,sleep,negative,-0.943
Suicidal,self_harm,negative,-0.943
Suicidal,hopelessness,negative,-0.943
Suicidal,social_support,negative,-0.9862
Suicidal,self_harm,negative,-0.9862
Suicidal,hopelessness,negative,-0.9862
Depression,sleep,positive,0.6808
Depression,energy,positive,0.6808
Suicidal,self_harm,negative,-0.9732
Depression,therapy,positive,0.9849
Depression,hopelessness,positive,0.9849
Suicidal,self_harm,negative,-0.817
Depression,appetite,positive,0.9888
Depression,social_support,positive,0.9888
Depression,therapy,positive,0.9888
Depression,hopelessness,positive,0.9888
Depression,sleep,negative,-0.976
Depression,motivation,negative,-0.976
Depression,social_support,negative,-0.976
Depression,hopelessness,negative,-0.976
Suicidal,hopelessness,negative,-0.9928
Depression,sleep,negative,-0.6022
Depression,hopelessness,negative,-0.6022
Depression,concentration,negative,-0.9804
Depression,social_support,negative,-0.9804
Depression,hopelessness,negative,-0.9804
Depression,sleep,negative,-0.8436
Depression,social_support,negative,-0.8436
Depression,hopelessness,negative,-0.8436
Depression,social_support,negative,-0.7825
Depression,hopelessness,negative,-0.7825
Depression,social_support,negative,-0.9758
Depression,self_harm,negative,-0.9758
Depression,hopelessness,negative,-0.6908
Depression,hopelessness,positive,0.6962
Depression,social_support,negative,-0.7328
Depression,sleep,positive,0.96
Depression,appetite,positive,0.96
Depression,social_support,positive,0.96
Depression,hopelessness,positive,0.96
Depression,motivation,positive,0.594
Depression,concentration,positive,0.594
Depression,hopelessness,negative,-0.3875
Suicidal,appetite,negative,-0.9984
Suicidal,concentration,negative,-0.9984
Suicidal,social_support,negative,-0.9984
Suicidal,medication,negative,-0.9984
Suicidal,therapy,negative,-0.9984
Suicidal,self_harm,negative,-0.9984
Suicidal,hopelessness,negative,-0.9984
Suicidal,hopelessness,negative,-0.3561
Depression,self_harm,negative,-0.9523
Depression,hopelessness,negative,-0.9523
Suicidal,concentration,negative,-0.9249
Suicidal,social_support,negative,-0.9249
Suicidal,self_harm,negative,-0.9249
Suicidal,energy,negative,-0.6658
Suicidal,social_support,negative,-0.6658
Suicidal,self_harm,negative,-0.6658
Suicidal,hopelessness,negative,-0.6658
Depression,social_support,positive,0.7534
Depression,self_harm,positive,0.7534
Suicidal,medication,negative,-0.9913
Suicidal,therapy,negative,-0.9913
Suicidal,hopelessness,negative,-0.9913
Depression,hopelessness,negative,-0.9444
Depression,sleep,positive,0.504
Depression,energy,positive,0.504
Depression,medication,positive,0.504
Depression,therapy,positive,0.504
Depression,energy,positive,0.9716
Depression,hopelessness,positive,0.9716
Suicidal,hopelessness,negative,-0.9905
Suicidal,self_harm,negative,-0.986
Suicidal,hopelessness,negative,-0.986
Suicidal,social_support,negative,-0.9903
Suicidal,self_harm,negative,-0.9903
Suicidal,social_support,negative,-0.6613
Suicidal,self_harm,negative,-0.6613
Depression,sleep,negative,-0.9085
Depression,concentration,negative,-0.9085
Depression,social_support,negative,-0.9085
Suicidal,sleep,negative,-0.3071
Suicidal,hopelessness,negative,-0.3071
Depression,social_support,positive,0.4404
Depression,hopelessness,positive,0.4404
Suicidal,medication,negative,-0.9288
Suicidal,therapy,negative,-0.9288
Suicidal,hopelessness,negative,-0.9288
Depression,social_support,positive,0.5452
Depression,hopelessness,positive,0.5452
Depression,self_harm,negative,-0.9857
Depression,hopelessness,negative,-0.9857
Suicidal,self_harm,negative,-0.9608
Depression,sleep,positive,0.9614
Depression,social_support,positive,0.9614
Depression,therapy,positive,0.9614
Suicidal,self_harm,positive,0.4462
Depression,sleep,positive,0.9349
Suicidal,social_support,positive,0.78
Suicidal,social_support,positive,0.9893
Suicidal,sleep,negative,-0.9645
Suicidal,social_support,negative,-0.9645
Suicidal,therapy,negative,-0.9645
Suicidal,self_harm,negative,-0.9645
Suicidal,hopelessness,negative,-0.9645
Depression,hopelessness,positive,0.8205
Suicidal,social_support,negative,-0.9657
Suicidal,self_harm,negative,-0.9657
Depression,social_support,negative,-0.957
Depression,medication,negative,-0.957
Depression,therapy,negative,-0.957
Depression,self_harm,negative,-0.957
Depression,hopelessness,negative,-0.957
Depression,social_support,positive,0.2905
Depression,self_harm,positive,0.2905
Depression,hopelessness,positive,0.2905
Suicidal,sleep,negative,-0.9817
Suicidal,social_support,negative,-0.9817
Depression,social_support,negative,-0.9947
Depression,medication,negative,-0.9947
Depression,therapy,negative,-0.9947
Depression,self_harm,negative,-0.9947
Depression,hopelessness,negative,-0.9947
Suicidal,medication,positive,0.373
Depression,social_support,negative,-0.9849
Depression,hopelessness,negative,-0.9849
Suicidal,social_support,positive,0.9401
Suicidal,self_harm,positive,0.9401
Depression,hopelessness,positive,0.7719
Depression,motivation,negative,-0.9719
Depression,therapy,negative,-0.9719
Depression,hopelessness,negative,-0.9719
Depression,medication,negative,-0.8176
Depression,therapy,negative,-0.8176
Suicidal,social_support,negative,-0.9409
Suicidal,self_harm,negative,-0.9409
Suicidal,hopelessness,negative,-0.9409
Depression,medication,positive,0.3417
Depression,self_harm,positive,0.3417
Suicidal,hopelessness,negative,-0.5588
Suicidal,sleep,negative,-0.8995
Depression,sleep,negative,-0.3187
Suicidal,hopelessness,negative,-0.1341
Suicidal,energy,negative,-0.9884
Suicidal,self_harm,negative,-0.9884
Suicidal,hopelessness,negative,-0.9884
Suicidal,social_support,negative,-0.9681
Suicidal,self_harm,negative,-0.9681
Suicidal,hopelessness,negative,-0.9681
Depression,social_support,negative,-0.9913
Depression,self_harm,negative,-0.9913
Depression,hopelessness,negative,-0.9913
Depression,concentration,positive,0.9862
Depression,social_support,positive,0.9862
Depression,hopelessness,positive,0.9862
Suicidal,social_support,positive,0.6218
Suicidal,hopelessness,positive,0.6218
Depression,motivation,positive,0.5873
Depression,appetite,positive,0.5873
Depression,social_support,positive,0.5873
Depression,hopelessness,positive,0.5873
Suicidal,social_support,negative,-0.9698
Suicidal,self_harm,negative,-0.9698
Suicidal,hopelessness,negative,-0.9698
Depression,concentration,positive,0.1531
Suicidal,therapy,negative,-0.9966
Suicidal,self_harm,negative,-0.9966
Suicidal,hopelessness,negative,-0.9966
Depression,sleep,negative,-0.9599
Depression,motivation,negative,-0.9599
Depression,social_support,negative,-0.9599
Depression,hopelessness,negative,-0.9599
Depression,social_support,negative,-0.979
Depression,self_harm,negative,-0.979
Depression,hopelessness,negative,-0.979
Depression,energy,negative,-0.99
Depression,social_support,negative,-0.99
Depression,medication,negative,-0.2824
Depression,therapy,negative,-0.2824
Depression,hopelessness,negative,-0.2824
Depression,energy,negative,-0.961
Depression,social_support,negative,-0.961
Depression,hopelessness,negative,-0.961
Suicidal,hopelessness,negative,-0.1813
Depression,social_support,negative,-0.9157
Depression,medication,negative,-0.9157
Depression,hopelessness,negative,-0.9157
Depression,social_support,negative,-0.9667
Suicidal,energy,negative,-0.9246
Suicidal,hopelessness,negative,-0.9246
Depression,therapy,negative,-0.8621
Suicidal,sleep,positive,0.9992
Suicidal,social_support,positive,0.9992
Suicidal,hopelessness,positive,0.9992
Depression,hopelessness,negative,-0.9791
Suicidal,hopelessness,negative,-0.7579
Depression,appetite,positive,0.9552
Depression,social_support,positive,0.9552
Depression,self_harm,positive,0.9552
Depression,hopelessness,positive,0.9552
Suicidal,sleep,positive,0.6527
Suicidal,social_support,positive,0.6527
Suicidal,hopelessness,positive,0.6527
Suicidal,sleep,negative,-0.9577
Suicidal,social_support,negative,-0.9577
Suicidal,medication,negative,-0.9577
Suicidal,hopelessness,negative,-0.9577
Suicidal,self_harm,negative,-0.9926
Suicidal,sleep,negative,-0.9896
Suicidal,social_support,negative,-0.9896
Suicidal,self_harm,negative,-0.9896
Depression,social_support,negative,-0.8976
Depression,therapy,negative,-0.8976
Depression,concentration,positive,0.9157
Depression,social_support,positive,0.9157
Depression,hopelessness,positive,0.9157
Suicidal,hopelessness,positive,0.8527
Depression,sleep,negative,-0.9465
Depression,motivation,negative,-0.9465
Depression,hopelessness,negative,-0.9465
Depression,sleep,positive,0.9984
Depression,energy,positive,0.9984
Depression,motivation,positive,0.9984
Depression,concentration,positive,0.9984
Depression,social_support,positive,0.9984
Depression,therapy,positive,0.9984
Depression,self_harm,positive,0.9984
Depression,hopelessness,positive,0.9984
Depression,social_support,positive,0.9088
Suicidal,social_support,negative,-0.954
Suicidal,hopelessness,negative,-0.954
Suicidal,social_support,negative,-0.9223
Suicidal,self_harm,negative,-0.9223
Suicidal,hopelessness,negative,-0.9223
Depression,self_harm,negative,-0.9295
Suicidal,social_support,negative,-0.9983
Suicidal,self_harm,negative,-0.9983
Depression,hopelessness,negative,-0.9781
Suicidal,energy,negative,-0.9297
Suicidal,hopelessness,negative,-0.9297
Depression,hopelessness,negative,-0.9657
Suicidal,social_support,negative,-0.4917
Suicidal,sleep,negative,-0.9358
Suicidal,social_support,negative,-0.9358
Suicidal,social_support,positive,0.3031
Suicidal,self_harm,positive,0.3031
Suicidal,sleep,negative,-0.4404
Suicidal,hopelessness,positive,0.3818
Suicidal,self_harm,negative,-0.8947
Suicidal,hopelessness,negative,-0.8947
Suicidal,sleep,positive,0.9889
Suicidal,social_support,positive,0.9889
Suicidal,hopelessness,positive,0.9889
Depression,appetite,negative,-0.9873
Depression,social_support,negative,-0.9873
Depression,social_support,negative,-0.918
Depression,hopelessness,negative,-0.918
Suicidal,social_support,negative,-0.4215
Suicidal,medication,negative,-0.9945
Suicidal,therapy,negative,-0.9945
Suicidal,self_harm,negative,-0.9945
Depression,social_support,positive,0.7319
Depression,therapy,positive,0.7319
Depression,concentration,negative,-0.9837
Depression,concentration,negative,-0.8201
Depression,social_support,negative,-0.775
Depression,hopelessness,negative,-0.775
Suicidal,concentration,positive,0.6525
Suicidal,social_support,positive,0.6525
Suicidal,hopelessness,positive,0.6525
Depression,hopelessness,positive,0.9712
Depression,social_support,negative,-0.2874
Depression,self_harm,negative,-0.2874
Suicidal,hopelessness,negative,-0.8623
Depression,medication,negative,-0.7784
Depression,hopelessness,negative,-0.9479
Suicidal,sleep,negative,-0.9333
Suicidal,social_support,negative,-0.9333
Suicidal,self_harm,negative,-0.9333
Suicidal,self_harm,negative,-0.6124
Suicidal,hopelessness,negative,-0.6124
Depression,social_support,negative,-0.8778
Depression,energy,negative,-0.1396
Depression,motivation,negative,-0.1396
Suicidal,social_support,negative,-0.9522
Suicidal,self_harm,negative,-0.9522
Suicidal,hopelessness,negative,-0.4767
Suicidal,concentration,positive,0.2263
Suicidal,social_support,positive,0.8516
Suicidal,social_support,negative,-0.97
Suicidal,self_harm,negative,-0.97
Suicidal,hopelessness,negative,-0.97
Suicidal,hopelessness,negative,-0.3583
Suicidal,self_harm,negative,-0.9622
Suicidal,hopelessness,negative,-0.9622
Depression,sleep,negative,-0.9949
Depression,self_harm,negative,-0.9949
Depression,hopelessness,negative,-0.9949
Suicidal,social_support,negative,-0.9656
Suicidal,hopelessness,negative,-0.9656
Depression,appetite,negative,-0.4768
Depression,energy,negative,-0.3519
Suicidal,social_support,negative,-0.7434
Suicidal,hopelessness,negative,-0.7434
Suicidal,sleep,negative,-0.9759
Suicidal,social_support,negative,-0.9759
Suicidal,medication,negative,-0.9759
Suicidal,therapy,negative,-0.9759
Suicidal,self_harm,negative,-0.9759
Suicidal,hopelessness,negative,-0.9759
Suicidal,self_harm,positive,0.6826
Suicidal,social_support,negative,-0.9971
Suicidal,therapy,negative,-0.9971
Suicidal,self_harm,negative,-0.9971
Suicidal,hopelessness,negative,-0.9971
Suicidal,social_support,negative,-0.7593
Suicidal,self_harm,negative,-0.7593
Suicidal,hopelessness,negative,-0.7593
Suicidal,energy,negative,-0.8845
Suicidal,social_support,negative,-0.8845
Suicidal,hopelessness,negative,-0.8845
Suicidal,self_harm,positive,0.0847
Depression,hopelessness,positive,0.9949
Depression,social_support,positive,0.8964
Suicidal,sleep,positive,0.979
Suicidal,energy,positive,0.979
Suicidal,social_support,positive,0.979
Suicidal,therapy,positive,0.979
Suicidal,hopelessness,positive,0.979
Depression,social_support,negative,-0.8626
Depression,hopelessness,negative,-0.8626
Suicidal,self_harm,negative,-0.932
Suicidal,hopelessness,negative,-0.932
Depression,appetite,positive,0.6675
Depression,hopelessness,positive,0.6675
Suicidal,social_support,negative,-0.6686
Suicidal,therapy,negative,-0.6686
Suicidal,self_harm,negative,-0.6686
Suicidal,hopelessness,negative,-0.6686
Suicidal,social_support,negative,-0.9014
Suicidal,therapy,negative,-0.9014
Suicidal,self_harm,negative,-0.9014
Suicidal,hopelessness,negative,-0.9014
Suicidal,social_support,positive,0.9497
Suicidal,self_harm,positive,0.9497
Suicidal,sleep,negative,-0.9958
Suicidal,energy,negative,-0.9958
Suicidal,social_support,negative,-0.9958
Suicidal,self_harm,negative,-0.9958
Suicidal,hopelessness,negative,-0.9958
Depression,social_support,negative,-0.9286
Depression,self_harm,negative,-0.9286
Depression,hopelessness,negative,-0.9286
Depression,medication,negative,-0.9261
Depression,therapy,negative,-0.9261
Depression,social_support,positive,0.8905
Depression,social_support,negative,-0.9049
Depression,hopelessness,negative,-0.9049
Depression,sleep,negative,-0.885
Suicidal,self_harm,positive,0.2271
Suicidal,hopelessness,positive,0.2271
Suicidal,self_harm,negative,-0.9499
Suicidal,hopelessness,negative,-0.9499
Depression,hopelessness,negative,-0.2124
Depression,sleep,negative,-0.9236
Depression,therapy,negative,-0.9236
Depression,hopelessness,negative,-0.9236
Depression,therapy,negative,-0.9307
Suicidal,self_harm,positive,0.1406
Depression,social_support,negative,-0.9067
Depression,medication,negative,-0.9067
Depression,therapy,negative,-0.9067
Depression,sleep,positive,0.1763
Depression,motivation,positive,0.1763
Depression,concentration,positive,0.1763
Depression,social_support,positive,0.1763
Depression,self_harm,positive,0.1763
Depression,hopelessness,negative,-0.9603
Depression,social_support,negative,-0.9016
Depression,hopelessness,negative,-0.9016
Depression,motivation,positive,0.9251
Depression,appetite,positive,0.9251
Depression,social_support,positive,0.7787
Depression,hopelessness,positive,0.7787
Depression,social_support,negative,-0.9961
Depression,medication,negative,-0.9961
Depression,therapy,negative,-0.9961
Depression,hopelessness,negative,-0.9961
Suicidal,self_harm,positive,0.1948
Suicidal,hopelessness,positive,0.1948
Suicidal,self_harm,negative,-0.9042
Suicidal,hopelessness,negative,-0.9042
Depression,self_harm,negative,-0.9615
Depression,hopelessness,negative,-0.9615
Depression,social_support,negative,-0.978
Depression,medication,negative,-0.978
Depression,therapy,negative,-0.978
Depression,self_harm,negative,-0.978
Suicidal,hopelessness,positive,0.8587
Depression,concentration,positive,0.9772
Suicidal,concentration,negative,-0.9624
Suicidal,social_support,negative,-0.9624
Depression,social_support,negative,-0.6957
Depression,hopelessness,negative,-0.6957
Suicidal,therapy,negative,-0.5871
Suicidal,self_harm,negative,-0.5871
Suicidal,hopelessness,negative,-0.5871
Suicidal,self_harm,negative,-0.9313
Suicidal,hopelessness,negative,-0.2249
Depression,appetite,positive,0.9327
Depression,therapy,positive,0.9327
Depression,hopelessness,positive,0.9327
Depression,social_support,negative,-0.8782
Depression,hopelessness,negative,-0.8782
Depression,sleep,positive,0.9749
Depression,self_harm,positive,0.9749
Depression,hopelessness,positive,0.9749
Suicidal,social_support,negative,-0.7184
Suicidal,medication,negative,-0.7184
Suicidal,hopelessness,negative,-0.7184
Depression,social_support,positive,0.978
Depression,hopelessness,positive,0.978
Suicidal,energy,negative,-0.9866
Suicidal,social_support,negative,-0.9866
Suicidal,self_harm,negative,-0.9866
Suicidal,hopelessness,negative,-0.9866
Depression,hopelessness,positive,0.6187
Depression,social_support,negative,-0.9661
Depression,self_harm,negative,-0.9661
Depression,hopelessness,negative,-0.9661
Depression,hopelessness,negative,-0.9808
Depression,self_harm,negative,-0.0974
Suicidal,sleep,negative,-0.9938
Suicidal,hopelessness,negative,-0.9938
Suicidal,social_support,negative,-0.9517
Suicidal,hopelessness,negative,-0.9517
Depression,social_support,negative,-0.804
Depression,hopelessness,negative,-0.804
Suicidal,social_support,positive,0.9874
Suicidal,hopelessness,positive,0.9874
Suicidal,sleep,negative,-0.9824
Suicidal,self_harm,negative,-0.9824
Suicidal,hopelessness,negative,-0.9824
Suicidal,social_support,negative,-0.4749
Depression,hopelessness,negative,-0.9233
Depression,appetite,negative,-0.9961
Depression,hopelessness,negative,-0.9961
Depression,sleep,negative,-0.9257
Depression,appetite,negative,-0.9257
Depression,hopelessness,negative,-0.9257
Suicidal,self_harm,negative,-0.9885
Suicidal,self_harm,negative,-0.7761
Suicidal,social_support,negative,-0.9522
Suicidal,self_harm,negative,-0.9522
Suicidal,hopelessness,negative,-0.9522
Depression,concentration,negative,-0.9983
Depression,social_support,negative,-0.9983
Depression,sleep,negative,-0.9791
Depression,energy,negative,-0.9791
Depression,social_support,negative,-0.9791
Depression,hopelessness,negative,-0.9791
Suicidal,social_support,negative,-0.9483
Suicidal,self_harm,negative,-0.9483
Suicidal,hopelessness,negative,-0.9483
Suicidal,hopelessness,negative,-0.7509
Suicidal,social_support,negative,-0.9781
Suicidal,medication,negative,-0.9781
Suicidal,therapy,negative,-0.9781
Suicidal,self_harm,negative,-0.9781
Depression,medication,neutral,0.0
Suicidal,medication,negative,-0.987
Suicidal,hopelessness,negative,-0.987
Suicidal,self_harm,negative,-0.6705
Suicidal,sleep,negative,-0.9525
Suicidal,self_harm,negative,-0.9525
Suicidal,hopelessness,negative,-0.9525
Suicidal,self_harm,negative,-0.9338
Depression,concentration,negative,-0.9946
Depression,social_support,negative,-0.9946
Suicidal,social_support,positive,0.9514
Suicidal,hopelessness,positive,0.9514
Suicidal,social_support,negative,-0.7578
Suicidal,hopelessness,negative,-0.7578
Depression,appetite,positive,0.7796
Depression,social_support,positive,0.7796
Depression,self_harm,positive,0.7796
Depression,social_support,negative,-0.7616
Suicidal,self_harm,negative,-0.802
Depression,social_support,negative,-0.7974
Depression,hopelessness,negative,-0.7974
Depression,self_harm,negative,-0.9867
Depression,hopelessness,negative,-0.9867
Depression,social_support,negative,-0.9615
Depression,therapy,negative,-0.9615
Suicidal,social_support,positive,0.9268
Suicidal,therapy,positive,0.9268
Suicidal,hopelessness,positive,0.9268
Suicidal,self_harm,negative,-0.7469
Depression,social_support,negative,-0.8524
Depression,therapy,negative,-0.8524
Depression,motivation,positive,0.9786
Depression,social_support,positive,0.9786
Suicidal,social_support,positive,0.6916
Suicidal,hopelessness,positive,0.6916
Suicidal,appetite,positive,0.9612
Suicidal,medication,positive,0.9612
Suicidal,therapy,positive,0.9612
Suicidal,self_harm,positive,0.9612
Depression,social_support,positive,0.7536
Suicidal,hopelessness,positive,0.987
Depression,appetite,negative,-0.7837
Depression,self_harm,negative,-0.7837
Depression,concentration,positive,0.4066
Suicidal,hopelessness,negative,-0.9794
Suicidal,medication,negative,-0.6392
Suicidal,self_harm,negative,-0.6392
Depression,sleep,positive,0.9858
Depression,energy,positive,0.9858
Depression,appetite,positive,0.9858
Depression,concentration,positive,0.9858
Depression,social_support,positive,0.9858
Depression,therapy,positive,0.9858
Depression,hopelessness,positive,0.9858
Suicidal,self_harm,positive,0.4544
Suicidal,medication,negative,-0.7157
Suicidal,self_harm,negative,-0.7157
Suicidal,sleep,negative,-0.6608
Suicidal,hopelessness,negative,-0.6608
Depression,social_support,positive,0.969
Depression,hopelessness,positive,0.969
Depression,therapy,positive,0.3361
Suicidal,self_harm,negative,-0.9284
Depression,sleep,negative,-0.9115
Depression,hopelessness,negative,-0.9115
Depression,social_support,positive,0.1503
Depression,self_harm,positive,0.1503
Suicidal,sleep,negative,-0.9934
Suicidal,appetite,negative,-0.9934
Suicidal,social_support,negative,-0.9934
Suicidal,medication,negative,-0.9934
Suicidal,therapy,negative,-0.9934
Suicidal,self_harm,negative,-0.9934
Suicidal,hopelessness,negative,-0.9934
Depression,social_support,positive,0.7123
Depression,hopelessness,positive,0.7123
Depression,self_harm,positive,0.8574
Depression,sleep,negative,-0.2359
Depression,social_support,negative,-0.1251
Suicidal,hopelessness,neutral,0.0
Depression,appetite,negative,-0.2849
Depression,social_support,negative,-0.2849
Suicidal,social_support,negative,-0.8369
Suicidal,hopelessness,negative,-0.8369
Depression,sleep,negative,-0.958
Depression,concentration,negative,-0.958
Depression,social_support,negative,-0.958
Depression,hopelessness,negative,-0.958
Suicidal,self_harm,negative,-0.8552
Suicidal,self_harm,negative,-0.6203
Suicidal,hopelessness,negative,-0.6203
Suicidal,hopelessness,negative,-0.7365
Depression,sleep,positive,0.7942
Depression,appetite,positive,0.7942
Suicidal,social_support,positive,0.0935
Suicidal,self_harm,positive,0.0935
Suicidal,hopelessness,positive,0.0935
Suicidal,sleep,negative,-0.9744
Suicidal,social_support,negative,-0.9744
Suicidal,medication,negative,-0.9744
Suicidal,self_harm,negative,-0.9744
Suicidal,hopelessness,negative,-0.9744
Suicidal,social_support,negative,-0.8658
Suicidal,therapy,negative,-0.8658
Suicidal,self_harm,negative,-0.8658
Suicidal,social_support,negative,-0.981
Suicidal,therapy,negative,-0.981
Suicidal,hopelessness,negative,-0.981
Depression,motivation,positive,0.9914
Depression,appetite,positive,0.9914
Depression,self_harm,positive,0.9914
Depression,hopelessness,positive,0.9914
Depression,sleep,negative,-0.9805
Depression,social_support,negative,-0.9805
Depression,self_harm,negative,-0.9805
Depression,hopelessness,negative,-0.9805
Suicidal,sleep,negative,-0.9869
Suicidal,motivation,negative,-0.9869
Suicidal,appetite,negative,-0.9869
Suicidal,hopelessness,negative,-0.9869
Suicidal,sleep,negative,-0.9436
Suicidal,appetite,negative,-0.9436
Suicidal,self_harm,negative,-0.9436
Depression,concentration,negative,-0.9697
Depression,social_support,negative,-0.9697
Depression,hopelessness,negative,-0.9697
Depression,sleep,negative,-0.9936
Depression,social_support,negative,-0.9936
Depression,self_harm,negative,-0.9936
Depression,hopelessness,negative,-0.9936
Suicidal,social_support,negative,-0.9552
Suicidal,self_harm,negative,-0.9552
Suicidal,sleep,negative,-0.9771
Suicidal,energy,negative,-0.9771
Depression,sleep,positive,0.9883
Depression,concentration,positive,0.9883
Depression,social_support,positive,0.9883
Depression,hopelessness,positive,0.9883
Suicidal,self_harm,negative,-0.2023
Suicidal,hopelessness,negative,-0.2023
Depression,sleep,negative,-0.903
Depression,energy,negative,-0.903
Depression,appetite,negative,-0.903
Depression,social_support,negative,-0.903
Depression,self_harm,negative,-0.903
Depression,hopelessness,negative,-0.903
Suicidal,medication,positive,0.3612
Suicidal,appetite,negative,-0.9134
Depression,medication,negative,-0.8626
Suicidal,social_support,negative,-0.25
Suicidal,self_harm,negative,-0.25
Suicidal,self_harm,negative,-0.9241
Suicidal,social_support,negative,-0.9931
Suicidal,self_harm,negative,-0.9931
Suicidal,hopelessness,negative,-0.9931
Depression,sleep,negative,-0.9823
Depression,energy,negative,-0.9823
Depression,social_support,negative,-0.9823
Depression,medication,negative,-0.9823
Depression,self_harm,negative,-0.9823
Depression,hopelessness,negative,-0.9823
Suicidal,self_harm,neutral,-0.0258
Suicidal,self_harm,negative,-0.8678
Suicidal,social_support,negative,-0.7491
Suicidal,self_harm,negative,-0.7491
Suicidal,hopelessness,negative,-0.7491
Suicidal,self_harm,negative,-0.5533
Suicidal,hopelessness,negative,-0.5533
Suicidal,sleep,negative,-0.9742
Suicidal,motivation,negative,-0.9742
Suicidal,self_harm,negative,-0.9742
Suicidal,hopelessness,negative,-0.9742
Depression,sleep,negative,-0.7003
Depression,hopelessness,negative,-0.7003
Suicidal,hopelessness,negative,-0.2484
Suicidal,social_support,negative,-0.9648
Suicidal,hopelessness,negative,-0.9648
Depression,social_support,negative,-0.9757
Depression,medication,negative,-0.9757
Depression,self_harm,negative,-0.9757
Suicidal,sleep,negative,-0.9972
Suicidal,concentration,negative,-0.9972
Suicidal,social_support,negative,-0.9972
Suicidal,self_harm,negative,-0.9972
Suicidal,hopelessness,negative,-0.9972
Depression,social_support,negative,-0.9821
Depression,self_harm,negative,-0.9821
Depression,hopelessness,negative,-0.9821
Suicidal,sleep,negative,-0.9976
Suicidal,motivation,negative,-0.9976
Suicidal,appetite,negative,-0.9976
Suicidal,self_harm,negative,-0.9976
Suicidal,hopelessness,negative,-0.9976
Depression,social_support,positive,0.9881
Depression,therapy,positive,0.9881
Depression,hopelessness,positive,0.9881
Depression,self_harm,negative,-0.936
Depression,hopelessness,negative,-0.936
Suicidal,self_harm,positive,0.4663
Suicidal,hopelessness,positive,0.4663
Suicidal,sleep,positive,0.9884
Suicidal,motivation,positive,0.9884
Suicidal,appetite,positive,0.9884
Suicidal,social_support,positive,0.9884
Suicidal,self_harm,positive,0.9884
Suicidal,hopelessness,positive,0.9884
Depression,social_support,negative,-0.8318
